Never-married,Adm-clerical,Not-in-family,White,Male,2174,40,United-States,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,13,United-States,<=50K
Divorced,Handlers-cleaners,Not-in-family,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,40,Cuba,<=50K
Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,<=50K
Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,16,Jamaica,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,>50K
Never-married,Prof-specialty,Not-in-family,White,Female,14084,50,United-States,>50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,40,United-States,>50K
Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,80,United-States,>50K
Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,40,India,>50K
Never-married,Adm-clerical,Own-child,White,Female,0,30,United-States,<=50K
Never-married,Sales,Not-in-family,Black,Male,0,50,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,40,?,>50K
Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,45,Mexico,<=50K
Never-married,Farming-fishing,Own-child,White,Male,0,35,United-States,<=50K
Never-married,Machine-op-inspct,Unmarried,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,<=50K
Divorced,Exec-managerial,Unmarried,White,Female,0,45,United-States,>50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,60,United-States,>50K
Separated,Other-service,Unmarried,Black,Female,0,20,United-States,<=50K
Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,<=50K
Divorced,Tech-support,Unmarried,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States,>50K
Never-married,Craft-repair,Own-child,White,Male,0,40,United-States,<=50K
Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,60,South,>50K
Divorced,Exec-managerial,Not-in-family,White,Male,0,80,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
Never-married,Protective-serv,Not-in-family,White,Male,0,52,United-States,<=50K
Never-married,Sales,Own-child,Black,Male,0,44,United-States,<=50K
Divorced,Exec-managerial,Own-child,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Other-service,Husband,Black,Male,0,15,United-States,<=50K
Never-married,Machine-op-inspct,Unmarried,White,Male,0,40,Puerto-Rico,<=50K
Never-married,Machine-op-inspct,Own-child,White,Male,0,40,United-States,<=50K
Married-AF-spouse,Adm-clerical,Wife,White,Female,0,25,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,38,?,>50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,43,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Tech-support,Husband,White,Male,0,50,United-States,<=50K
Separated,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
Never-married,Handlers-cleaners,Not-in-family,White,Male,0,35,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,40,United-States,>50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,38,United-States,<=50K
Divorced,Exec-managerial,Unmarried,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
Never-married,Prof-specialty,Not-in-family,White,Male,0,43,United-States,<=50K
Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,40,United-States,<=50K
Never-married,Other-service,Own-child,White,Female,0,30,?,<=50K
Married-civ-spouse,Prof-specialty,Wife,White,Female,0,60,Honduras,>50K
Divorced,Exec-managerial,Not-in-family,White,Male,0,55,United-States,>50K
Divorced,Exec-managerial,Not-in-family,White,Male,0,60,United-States,<=50K
Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States,>50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,Mexico,<=50K
Married-civ-spouse,Other-service,Husband,White,Male,0,40,Puerto-Rico,<=50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,48,United-States,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,2407,40,United-States,<=50K
Married-spouse-absent,?,Not-in-family,White,Male,0,40,?,<=50K
Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,45,United-States,>50K
Divorced,Tech-support,Not-in-family,White,Male,0,58,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,>50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50K
Never-married,?,Own-child,White,Male,0,40,United-States,<=50K
Never-married,Prof-specialty,Own-child,White,Male,0,32,United-States,<=50K
Separated,Sales,Own-child,Black,Female,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,70,United-States,>50K
Never-married,Machine-op-inspct,Not-in-family,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,20,United-States,<=50K
Never-married,Other-service,Own-child,White,Male,0,40,Mexico,<=50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,?,Husband,White,Male,0,2,United-States,<=50K
Never-married,Other-service,Own-child,White,Female,0,22,United-States,<=50K
Married-civ-spouse,Farming-fishing,Husband,White,Male,0,40,United-States,<=50K
Never-married,Sales,Not-in-family,White,Male,0,30,United-States,<=50K
Married-civ-spouse,Other-service,Husband,White,Male,0,40,Cuba,<=50K
Married-civ-spouse,Other-service,Wife,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,48,United-States,<=50K
Divorced,Craft-repair,Not-in-family,White,Female,14344,40,United-States,>50K
Divorced,Sales,Own-child,White,Female,0,35,United-States,<=50K
Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States,>50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,<=50K
Never-married,Sales,Not-in-family,White,Male,0,40,United-States,<=50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,50,United-States,>50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,<=50K
Divorced,Craft-repair,Unmarried,White,Female,0,40,United-States,<=50K
Divorced,Machine-op-inspct,Unmarried,Black,Female,0,25,United-States,<=50K
Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,35,?,<=50K
Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States,>50K
Never-married,Handlers-cleaners,Not-in-family,White,Male,0,50,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,60,United-States,>50K
Married-civ-spouse,Sales,Husband,White,Male,0,48,United-States,>50K
Divorced,Exec-managerial,Unmarried,White,Female,0,40,England,<=50K
Never-married,Other-service,Own-child,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,60,United-States,>50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,50,United-States,<=50K
Never-married,Tech-support,Own-child,White,Female,0,40,United-States,<=50K
Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,7688,40,United-States,>50K
Never-married,?,Own-child,White,Female,34095,32,United-States,<=50K
Never-married,Handlers-cleaners,Own-child,White,Male,0,40,United-States,<=50K
Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,<=50K
Never-married,Sales,Other-relative,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
Married-civ-spouse,Other-service,Husband,White,Male,0,50,Canada,>50K
Married-civ-spouse,Sales,Wife,White,Female,4064,25,United-States,<=50K
Never-married,Machine-op-inspct,Own-child,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,50,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,Black,Male,0,40,United-States,>50K
Married-civ-spouse,Sales,Husband,White,Male,0,56,United-States,<=50K
Never-married,Craft-repair,Not-in-family,White,Male,0,41,United-States,<=50K
Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,60,United-States,<=50K
Never-married,Exec-managerial,Own-child,Black,Male,0,40,Germany,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50K
Never-married,Other-service,Own-child,Black,Male,0,35,United-States,<=50K
Married-civ-spouse,Exec-managerial,Wife,White,Female,0,40,United-States,>50K
Never-married,Adm-clerical,Own-child,White,Female,0,28,United-States,<=50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States,>50K
Married-civ-spouse,?,Husband,White,Male,0,40,United-States,<=50K
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
Never-married,Sales,Not-in-family,White,Female,0,60,United-States,<=50K
Never-married,Other-service,Not-in-family,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,4386,35,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,<=50K
Divorced,Tech-support,Not-in-family,Black,Female,0,36,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,Iran,>50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,60,United-States,<=50K
Married-civ-spouse,Adm-clerical,Wife,White,Female,0,35,United-States,<=50K
Never-married,Sales,Own-child,White,Male,0,20,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,40,United-States,>50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
Never-married,Sales,Own-child,White,Female,0,40,United-States,<=50K
Never-married,Other-service,Own-child,White,Male,0,30,Mexico,<=50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,>50K
Never-married,Tech-support,Other-relative,White,Male,0,40,United-States,<=50K
Never-married,Transport-moving,Unmarried,Black,Female,0,30,United-States,<=50K
Married-civ-spouse,Other-service,Husband,White,Male,0,24,United-States,<=50K
Widowed,Other-service,Unmarried,White,Female,0,24,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
Divorced,?,Not-in-family,White,Female,0,40,United-States,<=50K
Divorced,Adm-clerical,Unmarried,White,Female,0,38,Mexico,<=50K
Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,40,Philippines,<=50K
Never-married,Craft-repair,Own-child,White,Male,0,35,United-States,<=50K
Divorced,?,Not-in-family,White,Male,0,45,United-States,>50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,46,United-States,<=50K
Never-married,Handlers-cleaners,Not-in-family,White,Male,0,40,United-States,<=50K
Separated,Sales,Unmarried,Black,Male,0,2,United-States,<=50K
Divorced,Craft-repair,Not-in-family,White,Male,0,60,United-States,<=50K
Separated,Other-service,Other-relative,Black,Male,0,50,United-States,<=50K
Divorced,?,Not-in-family,White,Female,0,20,United-States,<=50K
Never-married,Other-service,Unmarried,White,Female,0,40,United-States,<=50K
Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,40,United-States,<=50K
Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,40,England,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50K
Divorced,Other-service,Unmarried,White,Female,0,40,Mexico,<=50K
Never-married,Exec-managerial,Not-in-family,White,Male,0,42,United-States,<=50K
Widowed,Protective-serv,Unmarried,White,Male,0,40,United-States,<=50K
Never-married,Handlers-cleaners,Own-child,White,Male,0,16,United-States,<=50K
Widowed,Prof-specialty,Not-in-family,White,Female,0,20,United-States,<=50K
Never-married,Other-service,Not-in-family,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50K
Never-married,Craft-repair,Not-in-family,White,Male,0,50,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
Married-spouse-absent,Sales,Unmarried,White,Female,0,25,United-States,<=50K
Never-married,Craft-repair,Own-child,Black,Male,0,40,United-States,<=50K
Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,40,United-States,<=50K
Never-married,Other-service,Own-child,White,Male,0,12,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,65,United-States,<=50K
Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,38,United-States,>50K
Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
Never-married,Craft-repair,Not-in-family,Black,Male,0,45,United-States,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,Mexico,>50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,42,United-States,>50K
Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,40,United-States,<=50K
Divorced,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
Divorced,?,Not-in-family,White,Female,0,50,United-States,<=50K
Married-civ-spouse,Prof-specialty,Wife,White,Female,0,50,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,United-States,>50K
Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,28,United-States,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Tech-support,Husband,White,Male,0,45,United-States,<=50K
Married-civ-spouse,Tech-support,Husband,White,Male,0,24,United-States,<=50K
Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,40,Mexico,<=50K
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
Never-married,Exec-managerial,Not-in-family,White,Female,14084,55,United-States,>50K
Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,40,United-States,>50K
Never-married,Sales,Not-in-family,White,Male,0,40,United-States,<=50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
Never-married,?,Own-child,White,Male,0,40,Italy,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,>50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
Divorced,Adm-clerical,Unmarried,White,Female,0,35,United-States,<=50K
Never-married,Sales,Own-child,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Other-service,Husband,Black,Male,7298,36,United-States,>50K
Divorced,Craft-repair,Not-in-family,White,Male,0,60,United-States,<=50K
Married-civ-spouse,Sales,Wife,White,Female,15024,35,United-States,>50K
Never-married,Sales,Own-child,White,Female,0,12,United-States,<=50K
Married-civ-spouse,Transport-moving,Husband,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50K
Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,40,United-States,<=50K
Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,>50K
Never-married,Exec-managerial,Not-in-family,Black,Male,0,60,United-States,>50K
Divorced,Sales,Not-in-family,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,50,Poland,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,55,United-States,<=50K
Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,<=50K
Divorced,?,Not-in-family,White,Male,0,40,United-States,<=50K
Never-married,Other-service,Not-in-family,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,20,United-States,<=50K
Never-married,Machine-op-inspct,Not-in-family,White,Female,0,35,United-States,<=50K
Never-married,Sales,Own-child,White,Female,0,40,United-States,<=50K
Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,10,United-States,<=50K
Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,50,United-States,<=50K
Widowed,Adm-clerical,Not-in-family,White,Female,0,20,Columbia,<=50K
Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
Separated,Transport-moving,Not-in-family,Black,Male,3674,40,United-States,<=50K
Divorced,Sales,Unmarried,Black,Female,0,38,United-States,<=50K
Never-married,Adm-clerical,Not-in-family,White,Male,0,42,United-States,<=50K
Divorced,Craft-repair,Other-relative,Other,Female,0,40,United-States,<=50K
Never-married,Prof-specialty,Not-in-family,White,Male,0,55,United-States,>50K
Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,<=50K
Never-married,Adm-clerical,Not-in-family,White,Female,0,38,United-States,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,Iran,>50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,70,United-States,>50K
Never-married,Transport-moving,Own-child,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
Married-civ-spouse,Other-service,Wife,White,Female,0,20,United-States,<=50K
Married-civ-spouse,Protective-serv,Husband,White,Male,0,50,United-States,<=50K
Never-married,?,Own-child,White,Male,0,20,United-States,<=50K
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,35,?,<=50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,45,United-States,>50K
Never-married,Other-service,Not-in-family,White,Female,0,34,United-States,<=50K
Married-civ-spouse,Tech-support,Husband,White,Male,0,60,United-States,>50K
Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,?,<=50K
Married-civ-spouse,Prof-specialty,Wife,White,Female,0,40,United-States,>50K
Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,40,United-States,<=50K
Widowed,Other-service,Unmarried,Black,Female,0,30,United-States,<=50K
Never-married,Adm-clerical,Own-child,White,Male,0,40,United-States,<=50K
Never-married,Transport-moving,Not-in-family,White,Male,0,20,United-States,<=50K
Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,40,Cambodia,>50K
Never-married,Other-service,Own-child,White,Female,0,40,United-States,<=50K
Separated,Other-service,Not-in-family,White,Female,0,30,United-States,<=50K
Widowed,Exec-managerial,Not-in-family,White,Female,0,45,United-States,<=50K
Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
Divorced,Prof-specialty,Own-child,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,0,60,United-States,<=50K
Never-married,Other-service,Own-child,White,Male,0,12,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,4064,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,75,Thailand,>50K
Never-married,?,Own-child,White,Male,0,24,Canada,<=50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,45,United-States,<=50K
Married-civ-spouse,Craft-repair,Wife,White,Female,0,40,United-States,>50K
Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50K
Never-married,Other-service,Own-child,White,Male,1055,24,United-States,<=50K
Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,98,United-States,<=50K
Never-married,Prof-specialty,Own-child,White,Male,0,35,United-States,<=50K
Divorced,Prof-specialty,Own-child,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,7298,40,United-States,>50K
Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
Never-married,Tech-support,Own-child,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,48,United-States,>50K
Never-married,Prof-specialty,Not-in-family,White,Female,0,15,Germany,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,5178,40,United-States,>50K
Divorced,Sales,Unmarried,Black,Female,0,45,United-States,<=50K
Divorced,Prof-specialty,Not-in-family,White,Female,0,42,United-States,<=50K
Never-married,Handlers-cleaners,Own-child,White,Male,0,40,United-States,<=50K
Married-civ-spouse,Sales,Husband,White,Male,15024,40,United-States,>50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,60,United-States,>50K
Divorced,Other-service,Not-in-family,White,Male,0,45,United-States,<=50K
Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,Ecuador,<=50K
Married-civ-spouse,Prof-specialty,Husband,White,Male,0,45,United-States,<=50K
Divorced,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
